comp_code,comp_name,employee_id,employee_name,date,func_code,func,salary
1,DM Company Administration Center,29834,Tanner Gray,1/1/2022 0:00,11,Young Apprentice,606
1,DM Company Administration Center,29884,Kenneth James,1/1/2022 0:00,11,Young Apprentice,606
1,DM Company Administration Center,29891,Stephen Reyes,1/1/2022 0:00,11,Young Apprentice,606
1,DM Company Administration Center,29895,Jake Cruz,1/1/2022 0:00,11,Young Apprentice,606
1,DM Company Administration Center,27981,Victor Hughes,1/1/2022 0:00,21,Receptionist,"1327,47"
1,DM Company Administration Center,30225,Spencer Price,1/1/2022 0:00,234,SDR,1500
1,DM Company Administration Center,23821,Marcus Myers,1/1/2022 0:00,245,Customer Service Supervisor,2800
2,The Grove at Parkside,18015,Brendan Foster,1/1/2022 0:00,7,General Services Assistant,1212
2,The Grove at Parkside,22983,Jeremiah Sanders,1/1/2022 0:00,7,General Services Assistant,1212
2,The Grove at Parkside,18085,Xavier Ross,1/1/2022 0:00,7,General Services Assistant,1212
4,The Summit at Laurel Canyon,17942,Jorge Russell,1/1/2022 0:00,3,Carpenter,"1739,3"
4,The Summit at Laurel Canyon,22422,Edward Ortiz,1/1/2022 0:00,7,General Services Assistant,1212
8,The Enclave at Stonebridge,24921,Colton Jenkins,1/1/2022 0:00,2,Bricklayer,"1290,45"
9,The Residences at Westlake,23178,Joel Perry,1/1/2022 0:00,2,Bricklayer,1859
9,The Residences at Westlake,23001,Maxwell Butler,1/1/2022 0:00,7,General Services Assistant,1212
1,The Meadows at Sunset Ridge,28775,Aidan Barnes,1/1/2022 0:00,44,Construction Manager,3000
1,The Meadows at Sunset Ridge,29958,Travis Fisher,1/1/2022 0:00,12,Storekeeper,1870
1,The Meadows at Sunset Ridge,29129,Shane Henderson,1/1/2022 0:00,5,Iron Worker B,1870
1,The Meadows at Sunset Ridge,29048,Colin Coleman,1/1/2022 0:00,5,Iron Worker B,1870
1,The Meadows at Sunset Ridge,29046,Dominic Simmons,1/1/2022 0:00,5,Iron Worker B,1870
1,The Meadows at Sunset Ridge,28771,Vincent Patterson,1/1/2022 0:00,5,Iron Worker B,1870
1,The Meadows at Sunset Ridge,28875,Derek Jordan,1/1/2022 0:00,5,Iron Worker B,1221
1,The Meadows at Sunset Ridge,26288,Oscar Reynolds,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29803,Grant Hamilton,1/1/2022 0:00,204,Office Assistant,1800
1,The Meadows at Sunset Ridge,29185,Eduardo Graham,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,29485,Peter Kim,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,29736,Henry Gonzales,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,29492,Collin Alexander,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,29056,George Ramos,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,29487,Bradley Wallace,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,28808,Mitchell Griffin,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,29055,Ricardo West,1/1/2022 0:00,3,Carpenter,1221
1,The Meadows at Sunset Ridge,28807,Shawn Cole,1/1/2022 0:00,3,Carpenter,1870
1,The Meadows at Sunset Ridge,30192,Gregory Chavez,1/1/2022 0:00,20,Trainee,950
1,The Meadows at Sunset Ridge,28844,Francisco Gibson,1/1/2022 0:00,96,Construction Foreman,5300
1,The Meadows at Sunset Ridge,30331,Liam Bryant,1/1/2022 0:00,101,Tower Crane Operator,1870
1,The Meadows at Sunset Ridge,29387,Kaleb Ellis,1/1/2022 0:00,6,Concrete Mixer Operator,1870
1,The Meadows at Sunset Ridge,29191,Preston Stevens,1/1/2022 0:00,223,Machine Operator,1870
1,The Meadows at Sunset Ridge,29738,Erik Murray,1/1/2022 0:00,2,Bricklayer,1870
1,The Meadows at Sunset Ridge,29991,Owen Ford,1/1/2022 0:00,2,Bricklayer,1870
1,The Meadows at Sunset Ridge,29412,Omar Marshall,1/1/2022 0:00,2,Bricklayer,1870
1,The Meadows at Sunset Ridge,26053,Diego Owens,1/1/2022 0:00,21,Receptionist,"1798,83"
1,The Meadows at Sunset Ridge,29957,Dustin McDonald,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29393,Corey Harrison,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29392,Fernando Ruiz,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29737,Clayton Kennedy,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,30081,Carter Wells,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29128,Ivan Alvarez,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29184,Javier Woods,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29414,Alec Mendoza,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29053,Johnathan Castillo,1/1/2022 0:00,7,General Services Assistant,1221
1,The Meadows at Sunset Ridge,29733,Scott Olson,1/1/2022 0:00,27,Safety Technician,2500
1,The Meadows at Sunset Ridge,29329,Manuel Webb,1/1/2022 0:00,10,Watchman,1221
1,The Meadows at Sunset Ridge,27242,Cristian Washington,1/1/2022 0:00,10,Watchman,1221
1,The Arbors at Willow Creek,23831,Alan Tucker,1/1/2022 0:00,2,Bricklayer,1859
1,The Arbors at Willow Creek,23832,Raymond Freeman,1/1/2022 0:00,7,General Services Assistant,1212
1,The Retreat at Oak Forest,23465,Brett Burns,1/1/2022 0:00,3,Carpenter,1870
1,The Villas at Hunter's Glen,27040,Andres Henry,1/1/2022 0:00,13,Engineering Assistant,3000
1,The Villas at Hunter's Glen,23656,Max Vasquez,1/1/2022 0:00,96,Construction Foreman,"3884,5"
1,The Parkview at Golden Gate,24941,Gage Snyder,1/1/2022 0:00,44,Construction Manager,1859
1,The Parkview at Golden Gate,25014,Mario Simpson,1/1/2022 0:00,13,Engineering Assistant,3000
1,The Parkview at Golden Gate,9875,Dawson Crawford,1/1/2022 0:00,225,Administrative Analyst,"2829,86"
1,The Parkview at Golden Gate,30399,Dillon Jimenez,1/1/2022 0:00,13,Engineering Assistant,"2596,77"
1,The Parkview at Golden Gate,30157,Cesar Porter,1/1/2022 0:00,13,Engineering Assistant,"2596,77"
1,The Parkview at Golden Gate,29896,Wesley Mason,1/1/2022 0:00,221,Tiler,1859
1,The Parkview at Golden Gate,29953,Levi Shaw,1/1/2022 0:00,221,Tiler,1859
1,The Parkview at Golden Gate,29893,Jakob Gordon,1/1/2022 0:00,221,Tiler,1859
1,The Parkview at Golden Gate,24863,Martin Wagner,1/1/2022 0:00,232,Carpenter B,1859
1,The Parkview at Golden Gate,26474,Malik Hunter,1/1/2022 0:00,232,Carpenter B,1859
1,The Parkview at Golden Gate,30128,Edgar Romero,1/1/2022 0:00,107,Foreman,1859
1,The Parkview at Golden Gate,28359,Sergio Hicks,1/1/2022 0:00,107,Foreman,2640
1,The Parkview at Golden Gate,28216,Trenton Dixon,1/1/2022 0:00,107,Foreman,2640
1,The Parkview at Golden Gate,24213,Josiah Hunt,1/1/2022 0:00,29,Civil Engineer,5500
1,The Parkview at Golden Gate,25836,Nolan Palmer,1/1/2022 0:00,226,Plasterer,1859
1,The Parkview at Golden Gate,29912,Marco Robertson,1/1/2022 0:00,226,Plasterer,1859
1,The Parkview at Golden Gate,29710,Harrison Black,1/1/2022 0:00,226,Plasterer,1859
1,The Parkview at Golden Gate,29883,Hector Holmes,1/1/2022 0:00,226,Plasterer,1859
1,The Parkview at Golden Gate,29881,Roberto Stone,1/1/2022 0:00,226,Plasterer,1859
1,The Parkview at Golden Gate,23307,Brady Meyer,1/1/2022 0:00,98,Construction Foreman II,"5012,74"
1,The Parkview at Golden Gate,26909,Erick Boyd,1/1/2022 0:00,101,Tower Crane Operator,"1349,18"
1,The Parkview at Golden Gate,25835,Conner Mills,1/1/2022 0:00,101,Tower Crane Operator,"1349,18"
1,The Parkview at Golden Gate,27137,Jonah Warren,1/1/2022 0:00,6,Concrete Mixer Operator,1212
1,The Parkview at Golden Gate,28445,Emmanuel Rose,1/1/2022 0:00,233,Bricklayer A,1212
1,The Parkview at Golden Gate,29862,Andre Rice,1/1/2022 0:00,233,Bricklayer A,1212
1,The Parkview at Golden Gate,29249,Phillip Moreno,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23254,Brayden Schmidt,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,27118,Landon Patel,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28601,Giovanni Ferguson,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28978,Ronald Nichols,1/1/2022 0:00,231,Bricklayer B,1859
83,DM Company Head Quarters,26830,Daniel Rodriguez,1/1/2022 0:00,13,Engineering Assistant,3000
83,DM Company Head Quarters,28590,William Wilson,1/1/2022 0:00,64,Accounting Assistant I,2500
83,DM Company Head Quarters,29765,Brandon Martinez,1/1/2022 0:00,111,Administrative Assistant,1500
83,DM Company Head Quarters,12346,John Anderson,1/1/2022 0:00,64,Accounting Assistant I,2500
83,DM Company Head Quarters,29648,Zachary Taylor,1/1/2022 0:00,43,Payroll Department Assistant,1600
83,DM Company Head Quarters,15966,Anthony Hernandez,1/1/2022 0:00,75,Maintenance Assistant,"1430,07"
83,DM Company Head Quarters,25434,James Moore,1/1/2022 0:00,64,Accounting Assistant I,2500
83,DM Company Head Quarters,29060,Justin Martin,1/1/2022 0:00,84,Purchaser,4300
83,DM Company Head Quarters,30367,Alexander Jackson,1/1/2022 0:00,237,Safety and Environmental Coordinator,"5612,9"
83,DM Company Head Quarters,24866,Jonathan Thompson,1/1/2022 0:00,124,Payroll Department Manager,5000
83,DM Company Head Quarters,18441,Austin White,1/1/2022 0:00,207,Administrative Manager,4200
1,The Parkview at Golden Gate,21241,Braden Herrera,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23891,Damian Medina,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23890,Donovan Ryan,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28968,Ruben Fernandez,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28586,Frank Weaver,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28218,Andy Daniels,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23180,Pedro Stephens,1/1/2022 0:00,231,Bricklayer B,"1139,39"
1,The Parkview at Golden Gate,28965,Gerardo Gardner,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30374,Chance Payne,1/1/2022 0:00,231,Bricklayer B,"1559,16"
1,The Parkview at Golden Gate,24145,Abraham Kelley,1/1/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,28975,Calvin Dunn,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28969,Trey Pierce,1/1/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,28971,Cade Arnold,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29951,Donald Tran,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,22997,Derrick Spencer,1/1/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,26618,Darius Peters,1/1/2022 0:00,231,Bricklayer B,"1619,13"
1,The Parkview at Golden Gate,29018,Enrique Hawkins,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29248,Keith Grant,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30373,Raul Hansen,1/1/2022 0:00,231,Bricklayer B,"1559,16"
1,The Parkview at Golden Gate,23215,Jaylen Castro,1/1/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,28819,Troy Hoffman,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29714,Jonathon Hart,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30063,Cory Elliott,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30058,Marc Cunningham,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29121,Eli Knight,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28413,Rafael Bradley,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23239,Trent Carroll,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28361,Griffin Hudson,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,25918,Colby Duncan,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30326,Johnny Armstrong,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,26443,Chad Berry,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,25404,Armando Andrews,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,25887,Kobe Johnston,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28954,Marcos Ray,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29144,Caden Lane,1/1/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23735,Cooper Riley,1/1/2022 0:00,4,Painter,1859
1,The Parkview at Golden Gate,30231,Elias Carpenter,1/1/2022 0:00,235,Painter A,1212
1,The Parkview at Golden Gate,30233,Brenden Perkins,1/1/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,30172,Israel Aguilar,1/1/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,30328,Zane Silva,1/1/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,23166,Dante Richards,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,25265,Josue Willis,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,24877,Zackary Matthews,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,24549,Allen Chapman,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28442,Mathew Lawrence,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27112,Dennis Garza,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28958,Leonardo Vargas,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28764,Philip Watkins,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29134,Julio Wheeler,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,25465,Miles Larson,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30246,Damien Carlson,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27967,Ty Harper,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28966,Gustavo George,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27119,Drake Greene,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28826,Jerry Guzman,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28970,Curtis Morrison,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30134,Lance Munoz,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28198,Brock Jacobs,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27479,Bryson Obrien,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29119,Alberto Lawson,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28366,Dominick Franklin,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28959,Jimmy Lynch,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29123,Kaden Bishop,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28414,Gary Salazar,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29122,Brennan Austin,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30376,Zachery Mendez,1/1/2022 0:00,7,General Services Assistant,"1016,52"
1,The Parkview at Golden Gate,30220,Randy Gilbert,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29131,Louis Jensen,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29861,Larry Williamson,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,23256,Albert Montgomery,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,24153,Nickolas Harvey,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29145,Tony Oliver,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29670,Fabian Howell,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29678,Keegan Dean,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29665,Danny Hanson,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29683,Myles Sims,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29407,Damon Burton,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30111,Arturo Fuller,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30116,Corbin Soto,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,23182,Deandre McCoy,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30324,Ricky Welch,1/1/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27747,Kristopher Chen,1/1/2022 0:00,27,Safety Technician,2579
1,The Pines at Windward,30390,Lane Schultz,1/1/2022 0:00,44,Construction Manager,"1801,8"
1,The Pines at Windward,30330,Pablo Walters,1/1/2022 0:00,12,Storekeeper,1859
1,The Pines at Windward,27504,Darren Reid,1/1/2022 0:00,5,Iron Worker B,1859
1,The Pines at Windward,28015,Jarrett Fields,1/1/2022 0:00,5,Iron Worker B,1859
1,The Pines at Windward,30040,Zion Walsh,1/1/2022 0:00,111,Administrative Assistant,1212
1,The Pines at Windward,27497,Alfredo Little,1/1/2022 0:00,7,General Services Assistant,1400
1,The Pines at Windward,29027,Micheal Fowler,1/1/2022 0:00,221,Tiler,1859
1,The Pines at Windward,28120,Angelo Bowman,1/1/2022 0:00,3,Carpenter,1859
1,The Pines at Windward,24824,Carl Davidson,1/1/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,23147,Oliver May,1/1/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,25984,Kyler Day,1/1/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,23889,Tommy Schneider,1/1/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,27306,Walter Newman,1/1/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,26562,Jace Brewer,1/1/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,29688,Theodore Lucas,1/1/2022 0:00,232,Carpenter B,1212
1,The Pines at Windward,21652,Grayson Holland,1/1/2022 0:00,232,Carpenter B,"1053,43"
1,The Pines at Windward,25408,Lorenzo Wong,1/1/2022 0:00,107,Foreman,1859
1,The Pines at Windward,27590,Joe Banks,1/1/2022 0:00,107,Foreman,"3610,6"
1,The Pines at Windward,27555,Arthur Santos,1/1/2022 0:00,107,Foreman,"3610,6"
1,The Pines at Windward,21599,Roman Curtis,1/1/2022 0:00,107,Foreman,"3610,6"
1,The Pines at Windward,24407,Bryant Pearson,1/1/2022 0:00,29,Civil Engineer,3500
1,The Pines at Windward,27261,Brent Delgado,1/1/2022 0:00,29,Civil Engineer,3500
1,The Pines at Windward,28250,Russell Valdez,1/1/2022 0:00,20,Trainee,950
1,The Pines at Windward,23242,Ramon Pena,1/1/2022 0:00,96,Construction Foreman,"2145,4"
